order_no,user_id,password,gender,age,cheese_name,cheese_texture,cheese_category,buy_count,total_price
9378,1705724,1,F,40,부라타 치즈,후레쉬치즈,부라타,1,7900
9379,2360520,1,F,30,부라타 치즈,후레쉬치즈,부라타,1,7900
9380,2237349,1,F,40,부라타 치즈,후레쉬치즈,부라타,1,7900
9381,806233,1,F,20,부라타 치즈,후레쉬치즈,부라타,1,7900
9382,4411488,1,F,40,부라타 치즈,후레쉬치즈,부라타,1,7900
9383,1211002,1,M,40,부라타 치즈,후레쉬치즈,부라타,1,7900
9385,1873702,1,F,30,부라타 치즈,후레쉬치즈,부라타,1,7900
9386,3501468,1,F,30,부라타 치즈,후레쉬치즈,부라타,1,7900
9387,2338314,1,F,40,1000일 숙성 고다 치즈,세미하드치즈,고다,1,9900
9388,4229443,1,F,30,쁘띠 브리,소프트치즈,브리,1,5130
9392,2311585,1,F,40,모짜렐라 카우,후레쉬치즈,모짜렐라,20,79800
9394,4636027,1,F,30,모짜렐라 카우,후레쉬치즈,모짜렐라,2,7980
9395,1503802,1,M,20,리코타 치즈,후레쉬치즈,리코타,1,11900
9397,400181,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,11900
9398,3828254,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,11900
9399,2581611,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,11900
9400,2082645,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,11900
9402,2670463,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,11900
9403,3126707,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,11900
9404,5814703,1,F,50,보코치니,후레쉬치즈,모짜렐라,1,6800
9405,3156688,1,F,30,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
9406,1977822,1,F,50,리코타 치즈,후레쉬치즈,리코타,1,4600
9407,2182009,1,F,50,리코타 치즈,후레쉬치즈,리코타,1,4600
9409,4142055,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
9410,2661791,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
9411,3353030,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
9412,5547036,1,F,20,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
9413,6545330,1,F,30,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
9414,3599903,1,F,20,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
9415,6082907,1,M,40,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
9416,1630384,1,F,30,모짜렐라 로그,후레쉬치즈,모짜렐라,2,31800
9418,2445981,1,M,20,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
9421,1480482,1,F,40,덴마크 브리 치즈,소프트치즈,브리,1,4165
9422,5926608,1,F,30,덴마크 브리 치즈,소프트치즈,브리,1,4165
9424,6531269,1,M,30,덴마크 브리 치즈,소프트치즈,브리,1,4165
9426,4152006,1,F,70,덴마크 브리 치즈,소프트치즈,브리,1,4165
9428,2730,1,F,30,덴마크 브리 치즈,소프트치즈,브리,1,4165
9429,5054276,1,F,40,만체고 치즈 3개월,세미하드치즈,만체고,2,13600
9430,3859837,1,F,30,만체고 치즈 3개월,세미하드치즈,만체고,1,6800
9434,2448768,1,F,50,만체고 치즈 3개월,세미하드치즈,만체고,1,6800
9436,5495673,1,M,40,보코치니,후레쉬치즈,모짜렐라,1,6800
9437,5753199,1,F,30,보코치니,후레쉬치즈,모짜렐라,1,6800
9438,1853491,1,F,30,미국 전통 치즈 5종,세미하드,체다,5,24500
9439,5978156,1,F,30,미국 전통 치즈 5종,세미하드,체다,2,9800
9441,5281979,1,F,30,미국 전통 치즈 5종,세미하드,체다,2,9800
9444,2373696,1,F,30,미국 전통 치즈 5종,세미하드,체다,1,4900
9451,6147730,1,F,40,미국 전통 치즈 5종,세미하드,체다,2,9800
9453,411457,1,F,30,모짜렐라 부팔라,후레쉬치즈,모짜렐라,1,6240
9454,2917056,1,F,30,모짜렐라 부팔라,후레쉬치즈,모짜렐라,1,6240
9455,5573994,1,F,20,모짜렐라 부팔라,후레쉬치즈,모짜렐라,1,6240
9456,5789262,1,F,30,모짜렐라 부팔라,후레쉬치즈,모짜렐라,1,6240
9457,1394378,1,F,40,모짜렐라 부팔라,후레쉬치즈,모짜렐라,1,6240
9458,6260012,1,M,30,모짜렐라 부팔라,후레쉬치즈,모짜렐라,1,6240
9461,2510740,1,F,30,모짜렐라 부팔라,후레쉬치즈,모짜렐라,1,6240
9462,1955861,1,F,30,모짜렐라 부팔라,후레쉬치즈,모짜렐라,1,6240
9463,3354622,1,F,30,모짜렐라 부팔라,후레쉬치즈,모짜렐라,1,6240
9464,2986677,1,F,30,모짜렐라 부팔라,후레쉬치즈,모짜렐라,1,6240
9465,1262432,1,F,30,모짜렐라 부팔라,후레쉬치즈,모짜렐라,1,6240
9467,3886927,1,F,20,모짜렐라 부팔라,후레쉬치즈,모짜렐라,1,6240
9468,2209308,1,F,40,모짜렐라 부팔라,후레쉬치즈,모짜렐라,3,18720
9469,3717251,1,M,20,모짜렐라 부팔라,후레쉬치즈,모짜렐라,4,24960
9471,716698,1,F,20,모짜렐라 부팔라,후레쉬치즈,모짜렐라,1,6240
9472,1582424,1,M,40,부라타 치즈,후레쉬치즈,부라타,1,7900
9473,1063628,1,F,30,에멘탈 치즈 2종,경성치즈,에멘탈,1,5900
9475,65657,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
9477,1064371,1,M,30,리코타 치즈,후레쉬치즈,리코타,2,9200
9478,5463038,1,F,40,리코타 치즈,후레쉬치즈,리코타,2,9200
9479,5022589,1,F,30,부라타 치즈,후레쉬치즈,부라타,1,7900
9480,1266895,1,F,30,부라타 치즈,후레쉬치즈,부라타,2,15800
9481,1260022,1,F,40,부라타 치즈,후레쉬치즈,부라타,1,7900
9483,1762625,1,M,30,부라타 치즈,후레쉬치즈,부라타,1,7900
9485,4290177,1,F,30,부라타 치즈,후레쉬치즈,부라타,3,23700
9486,3572631,1,F,40,부라타 치즈,후레쉬치즈,부라타,1,7900
9487,90181,1,F,40,부라타 치즈,후레쉬치즈,부라타,1,7900
9488,648462,1,F,40,부라타 치즈,후레쉬치즈,부라타,1,7900
9490,5265974,1,M,40,리코타 치즈,후레쉬치즈,리코타,1,4600
9492,3323406,1,F,40,에멘탈 치즈,하드치즈,에멘탈,1,7200
9495,3348925,1,F,20,부라타 치즈,후레쉬치즈,부라타,2,15800
9496,2469003,1,F,40,투르 드 파리 브리,소프트치즈,브리,2,25900
9497,4709910,1,F,30,헤리티지 체다,하드치즈,체다,4,46000
9498,3208180,1,F,60,부라타 치즈,후레쉬치즈,부라타,1,7900
9499,6429090,1,F,20,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,8900
9500,2128936,1,F,30,부라타 치즈,후레쉬치즈,부라타,1,7900
9501,2199268,1,F,40,부라타 치즈,후레쉬치즈,부라타,1,7900
9502,1729773,1,F,50,1000일 숙성 고다 치즈,세미하드치즈,고다,1,9900
9503,50216,1,F,50,1000일 숙성 고다 치즈,세미하드치즈,고다,1,9900
9505,1356525,1,F,30,에멘탈 슬라이스,세미하드치즈,에멘탈,1,5500
9506,2148721,1,F,30,에멘탈 슬라이스,세미하드치즈,에멘탈,1,5500
9507,6107062,1,M,30,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3990
9508,952394,1,M,40,부라타 치즈,후레쉬치즈,부라타,1,7900
9509,6339332,1,M,50,부라타 치즈,후레쉬치즈,부라타,1,7900
9510,5879631,1,F,40,보코치니,후레쉬치즈,모짜렐라,7,47600
9520,1157604,1,F,40,보코치니,후레쉬치즈,모짜렐라,5,34000
9524,6238341,1,F,20,보코치니,후레쉬치즈,모짜렐라,8,54400
9526,4959284,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9527,1185120,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9529,2945496,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,2,19200
9530,2860166,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9531,5852612,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9532,5928480,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9533,3248480,1,M,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9534,4256611,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9535,1587180,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9540,5131569,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9541,2804784,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,2,19200
9543,6291617,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9546,1737655,1,F,20,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9548,5658483,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9549,3210513,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9550,1120687,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9554,1940508,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,2,19200
9557,5369463,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9558,2425596,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9559,5188799,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9561,2540646,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9564,3276633,1,M,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,3,28800
9565,945697,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9566,1442038,1,M,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9572,1608833,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9573,3558405,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9578,5658320,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,2,19200
9579,5049288,1,F,20,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9580,2769778,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9581,5663749,1,M,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9584,908231,1,F,20,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9585,5804488,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9587,332619,1,F,20,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9589,3284269,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9590,743146,1,M,50,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9591,2300680,1,M,50,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9592,5007849,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9593,4036251,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9595,4361529,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9596,1477989,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9598,2734356,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9600,421383,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9604,4913714,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9605,3749291,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9606,3666773,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9607,3510330,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9609,2962070,1,M,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9610,1410202,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9611,5021211,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9612,934427,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9613,132657,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9614,462386,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9616,660812,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9618,6035983,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9619,2441998,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9620,1908849,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9621,2965200,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9622,716036,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9623,25608,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,2,19200
9624,3532634,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9625,4004624,1,M,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9627,2563061,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9629,999089,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9630,4775416,1,M,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9632,6015648,1,M,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9634,3244663,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9636,4864000,1,M,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9637,3713881,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9638,1951314,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,5,48000
9640,4107630,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9641,4953057,1,F,20,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9643,2231076,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9644,2381328,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9646,1061778,1,M,20,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9649,4874255,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9652,4986257,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,2,19200
9653,191346,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9655,4997539,1,F,50,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9656,2847592,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9660,4980284,1,M,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9663,3243895,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9664,1892706,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9666,3093459,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9667,150790,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9668,3799487,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9669,1838386,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9672,5138539,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9673,6071143,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9676,6024339,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,2,19200
9677,4071941,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9679,3968665,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9685,5387495,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9686,5319471,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9687,4490657,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9689,5090910,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9692,6355601,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9693,5584567,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9695,665290,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9696,2539531,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,2,19200
9700,1153890,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,2,19200
9701,3315159,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9702,4441333,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,4,38400
9703,1877694,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9704,1069466,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9706,2717139,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9708,1592338,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,2,19200
9709,4327731,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9710,2012430,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9711,6084958,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9714,4350334,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,2,19200
9715,51436,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9716,6023903,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
9717,5367965,1,F,40,미국 전통 치즈 5종,세미하드,체다,2,9800
9719,2666723,1,M,40,보코치니,후레쉬치즈,모짜렐라,1,6800
9720,6125921,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
9721,1153848,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
9723,771902,1,M,40,리코타 치즈,후레쉬치즈,리코타,1,4600
9725,3870370,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
9727,2662083,1,F,30,리코타 치즈,후레쉬치즈,리코타,2,9200
9728,914987,1,M,50,리코타 치즈,후레쉬치즈,리코타,1,4600
9731,1434915,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
9732,1225012,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
9734,866663,1,F,50,리코타 치즈,후레쉬치즈,리코타,1,4600
9742,5068908,1,M,40,리코타 치즈,후레쉬치즈,리코타,1,4600
9744,1700042,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
9748,101345,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
9750,4136876,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
9751,412883,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
9755,5813111,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
9757,942544,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
9759,2988301,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
9760,943287,1,F,30,리코타 치즈,후레쉬치즈,리코타,2,9200
9761,2036680,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
9764,1198417,1,F,40,리코타 치즈,후레쉬치즈,리코타,2,9200
9765,130042,1,F,50,리코타 치즈,후레쉬치즈,리코타,1,4600
9769,2777334,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
9770,5703214,1,F,40,리코타 치즈,후레쉬치즈,리코타,2,9200
9772,4001064,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
9774,6239383,1,F,50,리코타 치즈,후레쉬치즈,리코타,5,23000
9775,4549783,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
9776,5015315,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
9780,4736970,1,M,20,리코타 치즈,후레쉬치즈,리코타,2,9200
9781,1909160,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
9785,3406831,1,F,20,리코타 치즈,후레쉬치즈,리코타,1,4600
9787,5282596,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
9789,932884,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
9791,5940926,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
9796,1389544,1,F,50,리코타 치즈,후레쉬치즈,리코타,1,4600
9801,1545092,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
9802,4193240,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
9807,6084466,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
9809,4038209,1,M,30,리코타 치즈,후레쉬치즈,리코타,1,4600
9812,815582,1,F,20,리코타 치즈,후레쉬치즈,리코타,2,9200
9813,4723435,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
9814,384032,1,F,40,리코타 치즈,후레쉬치즈,리코타,3,13800
9815,5738446,1,F,50,리코타 치즈,후레쉬치즈,리코타,1,4600
9816,2322129,1,M,50,리코타 치즈,후레쉬치즈,리코타,2,9200
9818,3692029,1,F,30,리코타 치즈,후레쉬치즈,리코타,2,9200
9819,4420180,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
9820,2859746,1,F,40,리코타 치즈,후레쉬치즈,리코타,3,13800
9823,5941145,1,F,50,리코타 치즈,후레쉬치즈,리코타,1,4600
9825,755686,1,M,30,리코타 치즈,후레쉬치즈,리코타,1,4600
9831,5882904,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
9832,2519538,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
9833,493944,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
9834,2403270,1,F,30,리코타 치즈,후레쉬치즈,리코타,3,13800
9838,6327180,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
9840,4473361,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
9841,2105147,1,M,30,리코타 치즈,후레쉬치즈,리코타,1,4600
9842,6448425,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
9843,1582828,1,M,40,리코타 치즈,후레쉬치즈,리코타,2,9200
9846,816754,1,F,20,리코타 치즈,후레쉬치즈,리코타,1,4600
9847,3554395,1,F,40,리코타 치즈,후레쉬치즈,리코타,2,9200
9848,5664987,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
9850,3118457,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
9852,4382567,1,F,40,리코타 치즈,후레쉬치즈,리코타,4,18400
9853,5586698,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
9856,4437448,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
9858,1390735,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
9862,848204,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
9863,725885,1,F,50,리코타 치즈,후레쉬치즈,리코타,1,4600
9865,4831167,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
9868,2116432,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
9870,364053,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
9877,2966726,1,F,30,리코타 치즈,후레쉬치즈,리코타,2,9200
9878,3854973,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
9879,6533137,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
9881,3520838,1,F,20,리코타 치즈,후레쉬치즈,리코타,1,4600
9886,6354138,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
9887,3440868,1,F,50,리코타 치즈,후레쉬치즈,리코타,1,4600
9888,5219875,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
9890,4660903,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
9891,2281464,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
9893,2700054,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
9897,4720972,1,F,50,리코타 치즈,후레쉬치즈,리코타,2,9200
9898,6525199,1,F,20,리코타 치즈,후레쉬치즈,리코타,1,4600
9901,3401414,1,F,50,리코타 치즈,후레쉬치즈,리코타,1,4600
9902,2871065,1,F,30,리코타 치즈,후레쉬치즈,리코타,4,18400
9903,4366557,1,F,50,리코타 치즈,후레쉬치즈,리코타,2,9200
9904,1729622,1,F,30,리코타 치즈,후레쉬치즈,리코타,5,23000
9905,3942265,1,F,20,리코타 치즈,후레쉬치즈,리코타,2,9200
9906,6141283,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
9907,3264123,1,F,50,리코타 치즈,후레쉬치즈,리코타,1,4600
9909,5627838,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
9910,4490513,1,F,20,리코타 치즈,후레쉬치즈,리코타,1,4600
9911,4145096,1,F,30,리코타 치즈,후레쉬치즈,리코타,2,9200
9912,4118389,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
9914,1199157,1,F,50,리코타 치즈,후레쉬치즈,리코타,1,4600
9916,510740,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
9918,5662163,1,F,50,리코타 치즈,후레쉬치즈,리코타,1,4600
9926,3555929,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
9927,4216981,1,F,40,리코타 치즈,후레쉬치즈,리코타,2,9200
9928,1516255,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
9932,738458,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
9934,2146306,1,F,50,리코타 치즈,후레쉬치즈,리코타,1,4600
9935,5233427,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
9936,6257203,1,F,50,리코타 치즈,후레쉬치즈,리코타,1,4600
9938,2494035,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
9940,2235873,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
9941,2524149,1,M,30,리코타 치즈,후레쉬치즈,리코타,1,4600
9943,2297954,1,F,50,리코타 치즈,후레쉬치즈,리코타,1,4600
9946,491811,1,F,30,리코타 치즈,후레쉬치즈,리코타,2,9200
9947,5187454,1,F,30,리코타 치즈,후레쉬치즈,리코타,3,13800
9949,4152458,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
9950,115627,1,F,60,리코타 치즈,후레쉬치즈,리코타,1,4600
9952,5024563,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
9953,4770536,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
9955,6040124,1,F,50,리코타 치즈,후레쉬치즈,리코타,2,9200
9957,1396635,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
9959,5781776,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
9966,5070583,1,M,30,리코타 치즈,후레쉬치즈,리코타,1,4600
9973,979060,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
9975,3372983,1,F,20,리코타 치즈,후레쉬치즈,리코타,2,9200
9976,2510734,1,F,50,리코타 치즈,후레쉬치즈,리코타,1,4600
9977,1192516,1,F,40,리코타 치즈,후레쉬치즈,리코타,3,13800
9978,3616084,1,F,20,리코타 치즈,후레쉬치즈,리코타,2,9200
9979,1850172,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
9980,6009051,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600
9982,6136931,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
