order_no,user_id,password,gender,age,cheese_name,cheese_texture,cheese_category,buy_count,total_price,user_no,name_no,name
,,,,,,,,,,,9608.0,송랑실
9609.0,2962070.0,1.0,M,40.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9609.0,9609.0,노웅휴
9610.0,1410202.0,1.0,F,40.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9610.0,9610.0,주천엽
9611.0,5021211.0,1.0,F,30.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9611.0,9611.0,양경심
9612.0,934427.0,1.0,F,30.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9612.0,9612.0,한주비
9613.0,132657.0,1.0,F,40.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9613.0,9613.0,윤슬남
9614.0,462386.0,1.0,F,40.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9614.0,9614.0,성사분
,,,,,,,,,,,9615.0,유별휴
9616.0,660812.0,1.0,F,30.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9616.0,9616.0,정신황
,,,,,,,,,,,9617.0,여잔흥
9618.0,6035983.0,1.0,F,30.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9618.0,9618.0,정루비
9619.0,2441998.0,1.0,F,30.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9619.0,9619.0,소윤탁
9620.0,1908849.0,1.0,F,30.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9620.0,9620.0,허화두
9621.0,2965200.0,1.0,F,40.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9621.0,9621.0,서경근
9622.0,716036.0,1.0,F,30.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9622.0,9622.0,황균직
9623.0,25608.0,1.0,F,30.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,2.0,19200.0,9623.0,9623.0,공휴얀
9624.0,3532634.0,1.0,F,30.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9624.0,9624.0,양롱중
9625.0,4004624.0,1.0,M,40.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9625.0,9625.0,남노덕
,,,,,,,,,,,9626.0,신환라
9627.0,2563061.0,1.0,F,30.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9627.0,9627.0,진들찬
,,,,,,,,,,,9628.0,강백술
9629.0,999089.0,1.0,F,30.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9629.0,9629.0,이잎열
9630.0,4775416.0,1.0,M,40.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9630.0,9630.0,신천율
,,,,,,,,,,,9631.0,서재직
9632.0,6015648.0,1.0,M,30.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9632.0,9632.0,추우람
,,,,,,,,,,,9633.0,변라무
9634.0,3244663.0,1.0,F,40.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9634.0,9634.0,제들엄
,,,,,,,,,,,9635.0,주예여
9636.0,4864000.0,1.0,M,30.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9636.0,9636.0,남타면
9637.0,3713881.0,1.0,F,40.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9637.0,9637.0,염박흥
9638.0,1951314.0,1.0,F,30.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,5.0,48000.0,9638.0,9638.0,명환달
,,,,,,,,,,,9639.0,여근변
9640.0,4107630.0,1.0,F,40.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9640.0,9640.0,백은운
9641.0,4953057.0,1.0,F,20.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9641.0,9641.0,원휘헌
,,,,,,,,,,,9642.0,장보타
9643.0,2231076.0,1.0,F,30.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9643.0,9643.0,선미종
9644.0,2381328.0,1.0,F,30.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9644.0,9644.0,왕오분
,,,,,,,,,,,9645.0,방늘한
9646.0,1061778.0,1.0,M,20.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9646.0,9646.0,변신섬
,,,,,,,,,,,9647.0,유희시
,,,,,,,,,,,9648.0,왕무엄
9649.0,4874255.0,1.0,F,30.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9649.0,9649.0,허화송
,,,,,,,,,,,9650.0,구섭비
,,,,,,,,,,,9651.0,편화준
9652.0,4986257.0,1.0,F,40.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,2.0,19200.0,9652.0,9652.0,표태들
9653.0,191346.0,1.0,F,40.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9653.0,9653.0,변균초
,,,,,,,,,,,9654.0,여겸별
9655.0,4997539.0,1.0,F,50.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9655.0,9655.0,강민재
9656.0,2847592.0,1.0,F,30.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9656.0,9656.0,국손섬
,,,,,,,,,,,9657.0,김효탐
,,,,,,,,,,,9658.0,노들안
,,,,,,,,,,,9659.0,조모안
9660.0,4980284.0,1.0,M,40.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9660.0,9660.0,왕천화
,,,,,,,,,,,9661.0,장래철
,,,,,,,,,,,9662.0,변섭혼
9663.0,3243895.0,1.0,F,30.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9663.0,9663.0,심승이
9664.0,1892706.0,1.0,F,30.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9664.0,9664.0,정이더
,,,,,,,,,,,9665.0,탁번산
9666.0,3093459.0,1.0,F,40.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9666.0,9666.0,옥자재
9667.0,150790.0,1.0,F,30.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9667.0,9667.0,전직두
9668.0,3799487.0,1.0,F,40.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9668.0,9668.0,문타하
9669.0,1838386.0,1.0,F,30.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9669.0,9669.0,민정찬
,,,,,,,,,,,9670.0,길홍바
,,,,,,,,,,,9671.0,신주린
9672.0,5138539.0,1.0,F,30.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9672.0,9672.0,조슬대
9673.0,6071143.0,1.0,F,30.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9673.0,9673.0,방식오
,,,,,,,,,,,9674.0,고웅들
,,,,,,,,,,,9675.0,오이형
9676.0,6024339.0,1.0,F,30.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,2.0,19200.0,9676.0,9676.0,주변래
9677.0,4071941.0,1.0,F,40.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9677.0,9677.0,정익아
,,,,,,,,,,,9678.0,임철혁
9679.0,3968665.0,1.0,F,30.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9679.0,9679.0,공강조
,,,,,,,,,,,9680.0,성훈이
,,,,,,,,,,,9681.0,용변평
,,,,,,,,,,,9682.0,석송누
,,,,,,,,,,,9683.0,변별가
,,,,,,,,,,,9684.0,맹혜린
9685.0,5387495.0,1.0,F,40.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9685.0,9685.0,송섬온
9686.0,5319471.0,1.0,F,30.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9686.0,9686.0,조소용
9687.0,4490657.0,1.0,F,30.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9687.0,9687.0,금얀겸
,,,,,,,,,,,9688.0,염온로
9689.0,5090910.0,1.0,F,30.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9689.0,9689.0,성종잔
,,,,,,,,,,,9690.0,도소승
,,,,,,,,,,,9691.0,송루랑
9692.0,6355601.0,1.0,F,40.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9692.0,9692.0,서직원
9693.0,5584567.0,1.0,F,40.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9693.0,9693.0,이래흠
,,,,,,,,,,,9694.0,유백정
9695.0,665290.0,1.0,F,30.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9695.0,9695.0,정강예
9696.0,2539531.0,1.0,F,30.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,2.0,19200.0,9696.0,9696.0,위만채
,,,,,,,,,,,9697.0,엄유민
,,,,,,,,,,,9698.0,전세섬
,,,,,,,,,,,9699.0,변지종
9700.0,1153890.0,1.0,F,40.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,2.0,19200.0,9700.0,9700.0,권설의
9701.0,3315159.0,1.0,F,30.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9701.0,9701.0,육직개
9702.0,4441333.0,1.0,F,30.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,4.0,38400.0,9702.0,9702.0,여나부
9703.0,1877694.0,1.0,F,40.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9703.0,9703.0,한술재
9704.0,1069466.0,1.0,F,40.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9704.0,9704.0,최복잎
,,,,,,,,,,,9705.0,류율단
9706.0,2717139.0,1.0,F,40.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9706.0,9706.0,우오석
,,,,,,,,,,,9707.0,류황리
9708.0,1592338.0,1.0,F,30.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,2.0,19200.0,9708.0,9708.0,이수누
9709.0,4327731.0,1.0,F,30.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9709.0,9709.0,탁번심
9710.0,2012430.0,1.0,F,30.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9710.0,9710.0,방송평
9711.0,6084958.0,1.0,F,40.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9711.0,9711.0,옥평욱
,,,,,,,,,,,9712.0,강석호
,,,,,,,,,,,9713.0,신광도
9714.0,4350334.0,1.0,F,30.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,2.0,19200.0,9714.0,9714.0,백늘석
9715.0,51436.0,1.0,F,30.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9715.0,9715.0,문제만
9716.0,6023903.0,1.0,F,30.0,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1.0,9600.0,9716.0,9716.0,위신령
9717.0,5367965.0,1.0,F,40.0,미국 전통 치즈 5종,세미하드,체다,2.0,9800.0,9717.0,9717.0,노섬량
,,,,,,,,,,,9718.0,명곤권
9719.0,2666723.0,1.0,M,40.0,보코치니,후레쉬치즈,모짜렐라,1.0,6800.0,9719.0,9719.0,선로완
9720.0,6125921.0,1.0,F,40.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9720.0,9720.0,기태전
9721.0,1153848.0,1.0,F,30.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9721.0,9721.0,모규란
,,,,,,,,,,,9722.0,공잎태
9723.0,771902.0,1.0,M,40.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9723.0,9723.0,선춘리
,,,,,,,,,,,9724.0,노신황
9725.0,3870370.0,1.0,F,40.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9725.0,9725.0,편람흥
,,,,,,,,,,,9726.0,원예우
9727.0,2662083.0,1.0,F,30.0,리코타 치즈,후레쉬치즈,리코타,2.0,9200.0,9727.0,9727.0,도엽새
9728.0,914987.0,1.0,M,50.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9728.0,9728.0,양예들
,,,,,,,,,,,9729.0,주원산
,,,,,,,,,,,9730.0,백문해
9731.0,1434915.0,1.0,F,40.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9731.0,9731.0,우탐남
9732.0,1225012.0,1.0,F,30.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9732.0,9732.0,오마웅
,,,,,,,,,,,9733.0,마엽이
9734.0,866663.0,1.0,F,50.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9734.0,9734.0,민부후
,,,,,,,,,,,9735.0,왕온옥
,,,,,,,,,,,9736.0,백심누
,,,,,,,,,,,9737.0,이철석
,,,,,,,,,,,9738.0,편인평
,,,,,,,,,,,9739.0,정술안
,,,,,,,,,,,9740.0,채지전
,,,,,,,,,,,9741.0,나평미
9742.0,5068908.0,1.0,M,40.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9742.0,9742.0,용다경
,,,,,,,,,,,9743.0,설숙철
9744.0,1700042.0,1.0,F,30.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9744.0,9744.0,안별들
,,,,,,,,,,,9745.0,천량잔
,,,,,,,,,,,9746.0,함문하
,,,,,,,,,,,9747.0,공균효
9748.0,101345.0,1.0,F,30.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9748.0,9748.0,구운식
,,,,,,,,,,,9749.0,신부배
9750.0,4136876.0,1.0,F,40.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9750.0,9750.0,추영으
9751.0,412883.0,1.0,F,40.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9751.0,9751.0,신시원
,,,,,,,,,,,9752.0,신숙실
,,,,,,,,,,,9753.0,변구혜
,,,,,,,,,,,9754.0,허배주
9755.0,5813111.0,1.0,F,30.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9755.0,9755.0,은위열
,,,,,,,,,,,9756.0,노옥리
9757.0,942544.0,1.0,F,40.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9757.0,9757.0,차택초
,,,,,,,,,,,9758.0,용평백
9759.0,2988301.0,1.0,F,30.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9759.0,9759.0,소다롱
9760.0,943287.0,1.0,F,30.0,리코타 치즈,후레쉬치즈,리코타,2.0,9200.0,9760.0,9760.0,선달정
9761.0,2036680.0,1.0,F,30.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9761.0,9761.0,강흠라
,,,,,,,,,,,9762.0,신권숙
,,,,,,,,,,,9763.0,장춘욱
9764.0,1198417.0,1.0,F,40.0,리코타 치즈,후레쉬치즈,리코타,2.0,9200.0,9764.0,9764.0,유가강
9765.0,130042.0,1.0,F,50.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9765.0,9765.0,연성나
,,,,,,,,,,,9766.0,길건화
,,,,,,,,,,,9767.0,육탁호
,,,,,,,,,,,9768.0,박선회
9769.0,2777334.0,1.0,F,30.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9769.0,9769.0,이택현
9770.0,5703214.0,1.0,F,40.0,리코타 치즈,후레쉬치즈,리코타,2.0,9200.0,9770.0,9770.0,선언철
,,,,,,,,,,,9771.0,주복평
9772.0,4001064.0,1.0,F,30.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9772.0,9772.0,모윤오
,,,,,,,,,,,9773.0,백심엄
9774.0,6239383.0,1.0,F,50.0,리코타 치즈,후레쉬치즈,리코타,5.0,23000.0,9774.0,9774.0,최란박
9775.0,4549783.0,1.0,F,30.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9775.0,9775.0,송흠엄
9776.0,5015315.0,1.0,F,40.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9776.0,9776.0,장숙술
,,,,,,,,,,,9777.0,방영자
,,,,,,,,,,,9778.0,민술다
,,,,,,,,,,,9779.0,양공흔
9780.0,4736970.0,1.0,M,20.0,리코타 치즈,후레쉬치즈,리코타,2.0,9200.0,9780.0,9780.0,탁병루
9781.0,1909160.0,1.0,F,40.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9781.0,9781.0,허술을
,,,,,,,,,,,9782.0,차현슬
,,,,,,,,,,,9783.0,곽항위
,,,,,,,,,,,9784.0,은인규
9785.0,3406831.0,1.0,F,20.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9785.0,9785.0,민마재
,,,,,,,,,,,9786.0,천현시
9787.0,5282596.0,1.0,F,40.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9787.0,9787.0,명을담
,,,,,,,,,,,9788.0,나건중
9789.0,932884.0,1.0,F,40.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9789.0,9789.0,맹신흔
,,,,,,,,,,,9790.0,차솔담
9791.0,5940926.0,1.0,F,40.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9791.0,9791.0,금자관
,,,,,,,,,,,9792.0,추량균
,,,,,,,,,,,9793.0,주량비
,,,,,,,,,,,9794.0,남초대
,,,,,,,,,,,9795.0,여백준
9796.0,1389544.0,1.0,F,50.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9796.0,9796.0,박출해
,,,,,,,,,,,9797.0,옥세은
,,,,,,,,,,,9798.0,유치옥
,,,,,,,,,,,9799.0,금탐주
,,,,,,,,,,,9800.0,류환문
9801.0,1545092.0,1.0,F,40.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9801.0,9801.0,임순실
9802.0,4193240.0,1.0,F,30.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9802.0,9802.0,육인림
,,,,,,,,,,,9803.0,안휴철
,,,,,,,,,,,9804.0,홍숭별
,,,,,,,,,,,9805.0,문솔잎
,,,,,,,,,,,9806.0,정범라
9807.0,6084466.0,1.0,F,30.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9807.0,9807.0,박로봉
,,,,,,,,,,,9808.0,어운부
9809.0,4038209.0,1.0,M,30.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9809.0,9809.0,안주혜
,,,,,,,,,,,9810.0,도신주
,,,,,,,,,,,9811.0,배솔보
9812.0,815582.0,1.0,F,20.0,리코타 치즈,후레쉬치즈,리코타,2.0,9200.0,9812.0,9812.0,나혜산
9813.0,4723435.0,1.0,F,40.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9813.0,9813.0,배담잎
9814.0,384032.0,1.0,F,40.0,리코타 치즈,후레쉬치즈,리코타,3.0,13800.0,9814.0,9814.0,위위기
9815.0,5738446.0,1.0,F,50.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9815.0,9815.0,맹라병
9816.0,2322129.0,1.0,M,50.0,리코타 치즈,후레쉬치즈,리코타,2.0,9200.0,9816.0,9816.0,신바수
,,,,,,,,,,,9817.0,어석얀
9818.0,3692029.0,1.0,F,30.0,리코타 치즈,후레쉬치즈,리코타,2.0,9200.0,9818.0,9818.0,제혼으
9819.0,4420180.0,1.0,F,30.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9819.0,9819.0,정해잎
9820.0,2859746.0,1.0,F,40.0,리코타 치즈,후레쉬치즈,리코타,3.0,13800.0,9820.0,9820.0,장부웅
,,,,,,,,,,,9821.0,진형엽
,,,,,,,,,,,9822.0,우휴길
9823.0,5941145.0,1.0,F,50.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9823.0,9823.0,문늘온
,,,,,,,,,,,9824.0,유이향
9825.0,755686.0,1.0,M,30.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9825.0,9825.0,원기후
,,,,,,,,,,,9826.0,배찬개
,,,,,,,,,,,9827.0,신소창
,,,,,,,,,,,9828.0,마실라
,,,,,,,,,,,9829.0,정열림
,,,,,,,,,,,9830.0,고누인
9831.0,5882904.0,1.0,F,40.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9831.0,9831.0,유양웅
9832.0,2519538.0,1.0,F,40.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9832.0,9832.0,구나더
9833.0,493944.0,1.0,F,40.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9833.0,9833.0,장학담
9834.0,2403270.0,1.0,F,30.0,리코타 치즈,후레쉬치즈,리코타,3.0,13800.0,9834.0,9834.0,여대리
,,,,,,,,,,,9835.0,노경승
,,,,,,,,,,,9836.0,백무일
,,,,,,,,,,,9837.0,홍경새
9838.0,6327180.0,1.0,F,40.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9838.0,9838.0,천익선
,,,,,,,,,,,9839.0,이늘충
9840.0,4473361.0,1.0,F,30.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9840.0,9840.0,배윤해
9841.0,2105147.0,1.0,M,30.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9841.0,9841.0,조가욱
9842.0,6448425.0,1.0,F,40.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9842.0,9842.0,정달익
9843.0,1582828.0,1.0,M,40.0,리코타 치즈,후레쉬치즈,리코타,2.0,9200.0,9843.0,9843.0,류백빈
,,,,,,,,,,,9844.0,명은명
,,,,,,,,,,,9845.0,편균묵
9846.0,816754.0,1.0,F,20.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9846.0,9846.0,방철환
9847.0,3554395.0,1.0,F,40.0,리코타 치즈,후레쉬치즈,리코타,2.0,9200.0,9847.0,9847.0,어묵기
9848.0,5664987.0,1.0,F,30.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9848.0,9848.0,함나조
,,,,,,,,,,,9849.0,강묵휴
9850.0,3118457.0,1.0,F,40.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9850.0,9850.0,탁잔창
,,,,,,,,,,,9851.0,우홍잔
9852.0,4382567.0,1.0,F,40.0,리코타 치즈,후레쉬치즈,리코타,4.0,18400.0,9852.0,9852.0,양세숭
9853.0,5586698.0,1.0,F,40.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9853.0,9853.0,신강학
,,,,,,,,,,,9854.0,진향춘
,,,,,,,,,,,9855.0,용화공
9856.0,4437448.0,1.0,F,40.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9856.0,9856.0,길늬초
,,,,,,,,,,,9857.0,고디천
9858.0,1390735.0,1.0,F,30.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9858.0,9858.0,연영복
,,,,,,,,,,,9859.0,남헌열
,,,,,,,,,,,9860.0,탁요묵
,,,,,,,,,,,9861.0,백슬섭
9862.0,848204.0,1.0,F,40.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9862.0,9862.0,한늘원
9863.0,725885.0,1.0,F,50.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9863.0,9863.0,제위가
,,,,,,,,,,,9864.0,손변대
9865.0,4831167.0,1.0,F,40.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9865.0,9865.0,여기주
,,,,,,,,,,,9866.0,고겸희
,,,,,,,,,,,9867.0,명늘범
9868.0,2116432.0,1.0,F,30.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9868.0,9868.0,진두애
,,,,,,,,,,,9869.0,양훈탐
9870.0,364053.0,1.0,F,40.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9870.0,9870.0,반루곤
,,,,,,,,,,,9871.0,위명범
,,,,,,,,,,,9872.0,연택성
,,,,,,,,,,,9873.0,배려경
,,,,,,,,,,,9874.0,손배진
,,,,,,,,,,,9875.0,송련온
,,,,,,,,,,,9876.0,신만율
9877.0,2966726.0,1.0,F,30.0,리코타 치즈,후레쉬치즈,리코타,2.0,9200.0,9877.0,9877.0,임곤달
9878.0,3854973.0,1.0,F,40.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9878.0,9878.0,류송상
9879.0,6533137.0,1.0,F,40.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9879.0,9879.0,용빈엄
,,,,,,,,,,,9880.0,최산슬
9881.0,3520838.0,1.0,F,20.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9881.0,9881.0,설운영
,,,,,,,,,,,9882.0,표산균
,,,,,,,,,,,9883.0,엄완요
,,,,,,,,,,,9884.0,손자뜸
,,,,,,,,,,,9885.0,정나추
9886.0,6354138.0,1.0,F,40.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9886.0,9886.0,편변애
9887.0,3440868.0,1.0,F,50.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9887.0,9887.0,반강비
9888.0,5219875.0,1.0,F,40.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9888.0,9888.0,홍동경
,,,,,,,,,,,9889.0,양반충
9890.0,4660903.0,1.0,F,40.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9890.0,9890.0,양번모
9891.0,2281464.0,1.0,F,40.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9891.0,9891.0,진오효
,,,,,,,,,,,9892.0,조송정
9893.0,2700054.0,1.0,F,30.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9893.0,9893.0,노헌솜
,,,,,,,,,,,9894.0,노유린
,,,,,,,,,,,9895.0,강재일
,,,,,,,,,,,9896.0,유솜개
9897.0,4720972.0,1.0,F,50.0,리코타 치즈,후레쉬치즈,리코타,2.0,9200.0,9897.0,9897.0,신일얀
9898.0,6525199.0,1.0,F,20.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9898.0,9898.0,양채옥
,,,,,,,,,,,9899.0,주잎모
,,,,,,,,,,,9900.0,곽준디
9901.0,3401414.0,1.0,F,50.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9901.0,9901.0,송광도
9902.0,2871065.0,1.0,F,30.0,리코타 치즈,후레쉬치즈,리코타,4.0,18400.0,9902.0,9902.0,마련위
9903.0,4366557.0,1.0,F,50.0,리코타 치즈,후레쉬치즈,리코타,2.0,9200.0,9903.0,9903.0,국다흔
9904.0,1729622.0,1.0,F,30.0,리코타 치즈,후레쉬치즈,리코타,5.0,23000.0,9904.0,9904.0,윤근자
9905.0,3942265.0,1.0,F,20.0,리코타 치즈,후레쉬치즈,리코타,2.0,9200.0,9905.0,9905.0,안미열
9906.0,6141283.0,1.0,F,30.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9906.0,9906.0,천봉마
9907.0,3264123.0,1.0,F,50.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9907.0,9907.0,탁세효
,,,,,,,,,,,9908.0,여복들
9909.0,5627838.0,1.0,F,30.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9909.0,9909.0,강으승
9910.0,4490513.0,1.0,F,20.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9910.0,9910.0,정옥훈
9911.0,4145096.0,1.0,F,30.0,리코타 치즈,후레쉬치즈,리코타,2.0,9200.0,9911.0,9911.0,탁번바
9912.0,4118389.0,1.0,F,30.0,리코타 치즈,후레쉬치즈,리코타,1.0,4600.0,9912.0,9912.0,신악부
